Name,MP,Area,County,Electorate,CON,LAB,LIB,Brexit,Green,NAT,MIN,OTH,CON_Percentage,LAB_Percentage,LIB_Percentage,Brexit_Percentage,Green_Percentage,NAT_Percentage,MIN_Percentage,OTH_Percentage,Winner
Plymouth Moor View,Johnny Mercer,10,Devon,69430,26831,13934,2301,0,1173,0,0,0,0.386446781,0.200691344,0.033141293,0.0,0.016894714,0.0,0.0,0.0,CON
Plymouth Sutton and Devonport,Luke Pollard,10,Devon,77852,20704,25461,2545,2909,1557,0,0,0,0.265940502,0.327043621,0.032690233,0.037365771,0.019999486,0.0,0.0,0.0,LAB
Poole,Robert Syms,10,Dorset,73989,29599,10483,7819,0,1702,0,0,848,0.400045953,0.141683223,0.105677871,0.0,0.023003419,0.0,0.0,0.011461163,CON
Poplar and Limehouse,Apsana Begum,11,Tower Hamlets,91836,9756,38660,8832,1493,2159,0,0,376,0.10623285,0.420967812,0.096171436,0.016257241,0.023509299,0.0,0.0,0.004094255,LAB
Portsmouth North,Penny Mordaunt,12,Hampshire,71299,28172,12392,3419,0,1304,0,0,623,0.395124756,0.173803279,0.047952987,0.0,0.018289177,0.0,0.0,0.00873785,CON
Portsmouth South,Stephen Morgan,12,Hampshire,74186,17705,23068,5418,994,0,0,0,240,0.238656889,0.310948157,0.073032648,0.013398754,0.0,0.0,0.0,0.003235112,LAB
Preston,Mark Hendrick,4,Lancashire,59672,8724,20870,1737,1799,660,0,0,0,0.146199222,0.349745274,0.02910913,0.030148143,0.011060464,0.0,0.0,0.0,LAB
Pudsey,Stuart Andrew,5,West Yorkshire,73212,26453,22936,3088,0,894,0,0,844,0.361320549,0.313281976,0.042178878,0.0,0.012211113,0.0,0.0,0.011528165,CON
Putney,Fleur Anderson,11,Wandsworth,65556,18006,22780,8548,0,1133,0,0,0,0.274665934,0.34748917,0.130392336,0.0,0.017282934,0.0,0.0,0.0,LAB
Rayleigh and Wickford,Mark Francois,9,Essex,78930,39864,8864,4171,0,2002,0,0,0,0.505055112,0.11230204,0.052844292,0.0,0.025364247,0.0,0.0,0.0,CON
Reading East,Matt Rodda,12,Berkshire,77152,21178,27102,5035,852,1549,0,0,202,0.274497097,0.351280589,0.065260784,0.011043136,0.02007725,0.0,0.0,0.002618208,LAB
Reading West,Alok Sharma,12,Berkshire,74137,24393,20276,4460,0,1263,0,0,0,0.329025992,0.273493667,0.060158895,0.0,0.017036028,0.0,0.0,0.0,CON
Redcar,Jacob Young,3,Teesside,65864,18811,15284,2018,2915,491,0,0,1323,0.285603668,0.232053929,0.030638892,0.044257865,0.007454755,0.0,0.0,0.020086846,CON
Redditch,Rachel Maclean,7,Hereford and Worcestershire,65391,27907,11871,2905,0,1384,0,0,0,0.426771268,0.181538744,0.044425074,0.0,0.021164992,0.0,0.0,0.0,CON
Reigate,Crispin Blunt,12,Surrey,74242,28665,10355,10320,0,3169,0,0,647,0.386102206,0.139476307,0.139004876,0.0,0.042684734,0.0,0.0,0.008714744,CON
Ribble South,Katherine Fletcher,4,Lancashire,75351,30028,18829,3720,0,1207,0,0,0,0.398508314,0.249883877,0.049368953,0.0,0.016018367,0.0,0.0,0.0,CON
Ribble Valley,Nigel Evans,4,Lancashire,79247,33346,14907,4776,0,1704,0,0,551,0.420785645,0.188108067,0.060267266,0.0,0.021502391,0.0,0.0,0.006952945,CON
Richmond,Rishi Sunak,5,North Yorkshire,82569,36693,9483,6989,0,2500,0,0,2038,0.444391963,0.114849399,0.084644358,0.0,0.030277707,0.0,0.0,0.024682387,CON
Richmond Park,Sarah Olney,11,Richmond Upon Thames,82699,26793,3407,34559,0,0,0,0,308,0.323982152,0.041197596,0.417888971,0.0,0.0,0.0,0.0,0.00372435,LIB
Rochdale,Tony Lloyd,4,Eastern Manchester,78909,14807,24475,3312,3867,986,0,0,0,0.18764653,0.310167408,0.041972399,0.049005817,0.012495406,0.0,0.0,0.0,LAB
Rochester and Strood,Kelly Tolhurst,12,Kent,82056,31151,14079,3717,0,1312,0,0,1667,0.379630984,0.171577947,0.045298333,0.0,0.015989081,0.0,0.0,0.020315394,CON
Rochford and Southend East,James Duddridge,9,Essex,75624,27063,14777,2822,0,0,0,0,1474,0.357862583,0.195400931,0.037316196,0.0,0.0,0.0,0.0,0.019491167,CON
Romford,Andrew Rosindell,11,Havering,72350,30494,12601,2708,0,1428,0,0,0,0.421478922,0.174167243,0.037429164,0.0,0.019737388,0.0,0.0,0.0,CON
Romsey and Southampton North,Caroline Nokes,12,Hampshire,68228,27862,5898,16990,0,0,0,0,640,0.408366067,0.086445448,0.249017998,0.0,0.0,0.0,0.0,0.009380313,CON
Rossendale and Darwen,Jake Berry,4,Lancashire,72770,27570,18048,2011,0,1193,0,0,0,0.378864917,0.248014292,0.027635014,0.0,0.016394118,0.0,0.0,0.0,CON
Rother Valley,Alexander Stafford,5,South Yorkshire,74804,21970,15652,2553,6264,1219,0,0,1040,0.293700872,0.209240148,0.034129191,0.083738837,0.01629592,0.0,0.0,0.013903,CON
Rotherham,Sarah Champion,5,South Yorkshire,61688,11615,14736,2090,6125,0,0,0,1085,0.188286214,0.238879523,0.033880171,0.099289975,0.0,0.0,0.0,0.01758851,LAB
Rugby,Mark Pawsey,7,Warwickshire,72292,29255,15808,4207,0,1544,0,0,0,0.404678249,0.218668732,0.058194544,0.0,0.021357827,0.0,0.0,0.0,CON
"Ruislip,  Northwood and Pinner",David Simmonds,11,Hillingdon,72816,29391,12997,7986,0,1646,0,0,884,0.403633817,0.178490991,0.109673698,0.0,0.022604922,0.0,0.0,0.012140189,CON
Runnymede and Weybridge,Ben Spencer,12,Surrey,77196,29262,10992,9236,0,1876,0,0,1923,0.379061091,0.142390797,0.119643505,0.0,0.024301777,0.0,0.0,0.024910617,CON
Rushcliffe,Ruth Edwards,8,Nottinghamshire,77047,28765,21122,9600,0,0,0,0,1018,0.373343544,0.274144353,0.124599271,0.0,0.0,0.0,0.0,0.013212714,CON
Rutland and Melton,Alicia Kearns,8,Leicestershire,82705,36507,9583,7970,0,2875,0,0,1375,0.441412248,0.115869657,0.096366604,0.0,0.034762106,0.0,0.0,0.016625355,CON
Saffron Walden,Kemi Badenoch,9,Essex,87017,39714,8305,12120,0,2947,0,0,0,0.456393578,0.095441121,0.139283129,0.0,0.033866946,0.0,0.0,0.0,CON
Salford and Eccles,Rebecca Long-Bailey,4,Central Manchester,82202,12428,28755,3099,4290,2060,0,0,0,0.151188536,0.349809007,0.037699813,0.052188511,0.025060218,0.0,0.0,0.0,LAB
Salisbury,John Glen,10,Wiltshire,74556,30280,9675,10544,0,2486,0,0,745,0.406137668,0.129768228,0.141423896,0.0,0.033344064,0.0,0.0,0.009992489,CON
Scarborough and Whitby,Robert Goodwill,5,North Yorkshire,74404,27593,17323,3038,0,0,0,0,1770,0.370853718,0.232823504,0.040831138,0.0,0.0,0.0,0.0,0.023789044,CON
Scunthorpe,Holly Mumby-Croft,5,Humber area,61955,20306,13855,875,2044,670,0,0,0,0.327754015,0.223630054,0.014123154,0.032991688,0.010814301,0.0,0.0,0.0,CON
Sedgefield,Paul Howell,3,Durham,64325,19609,15096,1955,3518,994,0,0,394,0.304842596,0.234683249,0.030392538,0.054691022,0.015452779,0.0,0.0,0.006125146,CON
Sefton Central,Bill Esterson,4,Merseyside,69760,14132,29254,3386,2425,1261,0,0,422,0.202580275,0.419352064,0.048537844,0.034762041,0.018076261,0.0,0.0,0.006049312,LAB
Selby and Ainsty,Nigel Adams,5,North Yorkshire,78398,33995,13858,4842,0,1823,0,0,1900,0.433620756,0.176764713,0.06176178,0.0,0.023253144,0.0,0.0,0.024235312,CON
Sevenoaks,Laura Trott,12,Kent,71757,30932,6946,10114,0,1974,0,0,990,0.431065959,0.096798919,0.140947921,0.0,0.027509511,0.0,0.0,0.013796563,CON
Sheffield Brightside and Hillsborough,Gill Furniss,5,South Yorkshire,69333,10095,22369,1517,3855,1179,0,0,585,0.145601662,0.322631359,0.021879913,0.055601229,0.017004889,0.0,0.0,0.008437541,LAB
Sheffield Central,Paul Blomfield,5,South Yorkshire,89849,6695,33968,3237,1969,4570,0,0,474,0.074513907,0.378056517,0.036027112,0.021914546,0.050863115,0.0,0.0,0.005275518,LAB
