nbits,nprimes,msgsize,spawnTime,encrTime,decrTime,memory
56,73,24,0.089384317,0.236936808,0.255722523,0.001235962
56,73,32,0.089384317,0.222263813,0.244644403,0.001235962
56,74,8,0.091705561,0.237591982,0.263701677,0.000930786
56,74,16,0.091705561,0.230782032,0.268361092,0.001235962
56,74,24,0.091705561,0.227792501,0.265131474,0.001235962
56,74,32,0.091705561,0.235934019,0.278308392,0.001235962
56,75,8,0.099770784,0.235431433,0.262372971,0.000930786
56,75,16,0.099770784,0.225818157,0.257158041,0.001235962
56,75,24,0.099770784,0.229011774,0.267034531,0.001235962
56,75,32,0.099770784,0.233626127,0.261378288,0.001235962
56,76,8,0.091933489,0.239003897,0.283627033,0.000930786
56,76,16,0.091933489,0.250468016,0.274251699,0.001235962
56,76,24,0.091933489,0.236796141,0.266881704,0.001235962
56,76,32,0.091933489,0.235216379,0.275560617,0.001235962
56,77,8,0.110168695,0.274318933,0.291666746,0.000930786
56,77,16,0.110168695,0.246349812,0.281690359,0.001235962
56,77,24,0.110168695,0.247234821,0.286332607,0.001235962
56,77,32,0.110168695,0.241650343,0.278711319,0.001235962
56,78,8,0.088387489,0.246830463,0.301632643,0.000930786
56,78,16,0.088387489,0.265151501,0.301690817,0.001235962
56,78,24,0.088387489,0.252362251,0.290805578,0.001235962
56,78,32,0.088387489,0.255620956,0.295516968,0.001235962
56,79,8,0.093751431,0.271208286,0.305607796,0.000930786
56,79,16,0.093751431,0.25926733,0.295183659,0.001235962
56,79,24,0.093751431,0.266262531,0.307959318,0.001235962
56,79,32,0.093751431,0.262234926,0.300883532,0.001235962
56,80,8,0.101140976,0.289104939,0.325951815,0.000930786
56,80,16,0.101140976,0.271080732,0.317545176,0.001235962
56,80,24,0.101140976,0.281252146,0.31609726,0.001235962
56,80,32,0.101140976,0.275934219,0.316328049,0.001235962
56,81,8,0.088425159,0.281950712,0.320566893,0.000930786
56,81,16,0.088425159,0.291441202,0.353525639,0.001235962
56,81,24,0.088425159,0.289577961,0.342352152,0.001235962
56,81,32,0.088425159,0.312064648,0.37814188,0.001235962
56,82,8,0.121292353,0.309926271,0.341317654,0.000930786
56,82,16,0.121292353,0.293652058,0.347449303,0.001235962
56,82,24,0.121292353,0.293493509,0.322772741,0.001235962
56,82,32,0.121292353,0.28592062,0.321639299,0.001235962
56,83,8,0.092879534,0.29537487,0.352201223,0.000930786
56,83,16,0.092879534,0.301453829,0.333739042,0.001235962
56,83,24,0.092879534,0.299176693,0.34594965,0.001235962
56,83,32,0.092879534,0.29223752,0.336828947,0.001235962
56,84,8,0.097432852,0.314688683,0.364682913,0.000930786
56,84,16,0.097432852,0.323899031,0.3590734,0.001235962
56,84,24,0.097432852,0.311739922,0.365276098,0.001235962
56,84,32,0.097432852,0.356539488,0.372801781,0.001235962
56,85,8,0.109261513,0.331755877,0.372129202,0.000930786
56,85,16,0.109261513,0.323443651,0.368740082,0.001235962
56,85,24,0.109261513,0.311281443,0.356903791,0.001235962
56,85,32,0.109261513,0.323935032,0.368824482,0.001235962
56,86,8,0.114869595,0.35777092,0.401079178,0.000930786
56,86,16,0.114869595,0.341384411,0.381864071,0.001235962
56,86,24,0.114869595,0.321918964,0.382364988,0.001235962
56,86,32,0.114869595,0.343576431,0.377507448,0.001235962
56,87,8,0.108264208,0.345179081,0.395345211,0.000930786
56,87,16,0.108264208,0.342725039,0.386195183,0.001235962
56,87,24,0.108264208,0.345952272,0.404590845,0.001235962
56,87,32,0.108264208,0.355330944,0.401958466,0.001235962
56,88,8,0.100508451,0.392162561,0.422606707,0.000930786
56,88,16,0.100508451,0.365165472,0.405082464,0.001235962
56,88,24,0.100508451,0.355773687,0.417744398,0.001235962
56,88,32,0.100508451,0.361248732,0.406637669,0.001235962
56,89,8,0.102541208,0.366596222,0.424144268,0.000930786
56,89,16,0.102541208,0.368146896,0.413565636,0.001235962
56,89,24,0.102541208,0.371042728,0.423786163,0.001235962
56,89,32,0.102541208,0.365037918,0.41144228,0.001235962
56,90,8,0.098803997,0.38640523,0.437284946,0.000930786
56,90,16,0.098803997,0.373190403,0.445587635,0.001235962
56,90,24,0.098803997,0.379737377,0.437201738,0.001235962
56,90,32,0.098803997,0.385140657,0.444732904,0.001235962
56,91,8,0.119319916,0.408178091,0.450950861,0.000930786
56,91,16,0.119319916,0.403721094,0.452419996,0.001235962
56,91,24,0.119319916,0.442505836,0.46263361,0.001235962
56,91,32,0.119319916,0.412591457,0.452180386,0.001235962
56,92,8,0.107967854,0.404489994,0.472439289,0.000930786
56,92,16,0.107967854,0.407689333,0.466965914,0.001235962
56,92,24,0.107967854,0.410377741,0.460127354,0.001235962
56,92,32,0.107967854,0.414721966,0.465439796,0.001235962
56,93,8,0.112915277,0.42737627,0.473258734,0.000930786
56,93,16,0.112915277,0.422358513,0.50472188,0.001235962
56,93,24,0.112915277,0.436950207,0.486858606,0.001235962
56,93,32,0.112915277,0.436858654,0.493597984,0.001235962
56,94,8,0.115439653,0.458512545,0.559727907,0.000930786
56,94,16,0.115439653,0.4406147,0.507003307,0.001235962
56,94,24,0.115439653,0.461699724,0.523819447,0.001235962
56,94,32,0.115439653,0.458607912,0.516286135,0.001235962
56,95,8,0.131949902,0.441562891,0.487132311,0.000930786
56,95,16,0.131949902,0.433060408,0.497663498,0.001205444
56,95,24,0.131949902,0.459452152,0.524523497,0.001235962
56,95,32,0.131949902,0.472707987,0.530275822,0.001235962
56,96,8,0.129904747,0.470382929,0.520599604,0.000930786
56,96,16,0.129904747,0.444739342,0.511697769,0.001235962
56,96,24,0.129904747,0.456663609,0.522085905,0.001235962
56,96,32,0.129904747,0.462303877,0.514242887,0.001235962
56,97,8,0.131337166,0.495402098,0.570731163,0.000930786
56,97,16,0.131337166,0.469020128,0.533206224,0.001235962
56,97,24,0.131337166,0.471773863,0.53683424,0.001235962
56,97,32,0.131337166,0.463678837,0.540436506,0.001235962
56,98,8,0.112400532,0.472390652,0.537111044,0.000930786
56,98,16,0.112400532,0.487896681,0.559004307,0.001235962
56,98,24,0.112400532,0.488580465,0.557983875,0.001235962
56,98,32,0.112400532,0.497864962,0.562632084,0.001235962
56,99,8,0.120746613,0.491185904,0.538106203,0.000930786
56,99,16,0.120746613,0.483695269,0.547118425,0.001235962
56,99,24,0.120746613,0.508288383,0.58542037,0.001235962
56,99,32,0.120746613,0.497313499,0.550316095,0.001235962
56,100,8,0.119437933,0.505974293,0.553390741,0.000930786
56,100,16,0.119437933,0.492726088,0.55259037,0.001235962
56,100,24,0.119437933,0.498673677,0.602918625,0.001235962
56,100,32,0.119437933,0.513326406,0.582191944,0.001235962
56,101,8,0.125605822,0.520968914,0.596262932,0.000930786
56,101,16,0.125605822,0.526220798,0.59896946,0.001235962
56,101,24,0.125605822,0.530885935,0.611269951,0.001235962
56,101,32,0.125605822,0.532507181,0.589471817,0.001235962
56,102,8,0.120807171,0.564430952,0.591345549,0.000930786
56,102,16,0.120807171,0.527677298,0.585340738,0.001235962
56,102,24,0.120807171,0.510509014,0.591317892,0.001235962
56,102,32,0.120807171,0.510647058,0.622356176,0.001235962
56,103,8,0.115749598,0.527811527,0.604637146,0.000930786
56,103,16,0.115749598,0.53691864,0.598017931,0.001235962
56,103,24,0.115749598,0.526043177,0.596206903,0.001235962
56,103,32,0.115749598,0.519003868,0.617736101,0.001235962
56,104,8,0.113142967,0.562615395,0.637068748,0.000930786
56,104,16,0.113142967,0.536041975,0.624664307,0.001235962
56,104,24,0.113142967,0.55205965,0.607927084,0.001235962
56,104,32,0.113142967,0.544847727,0.636456251,0.001235962
56,105,8,0.136391401,0.586725712,0.780427694,0.000930786
56,105,16,0.136391401,0.664586067,0.710579395,0.001235962
56,105,24,0.136391401,0.639867544,0.701505661,0.001235962
56,105,32,0.136391401,0.598956347,0.691317081,0.001235962
56,106,8,0.117745876,0.593065739,0.663828135,0.000930786
56,106,16,0.117745876,0.595368624,0.684503078,0.001235962
56,106,24,0.117745876,0.612097979,0.6701684,0.001235962
56,106,32,0.117745876,0.594079494,0.706472874,0.001235962
56,107,8,0.125316143,0.616443872,0.697567225,0.000930786
56,107,16,0.125316143,0.609915257,0.703013182,0.001235962
56,107,24,0.125316143,0.588918447,0.691026688,0.001235962
56,107,32,0.125316143,0.63431859,0.711906672,0.001235962
56,108,8,0.129623413,0.626379967,0.726169348,0.000930786
56,108,16,0.129623413,0.6205585,0.722284317,0.001235962
56,108,24,0.129623413,0.644751072,0.711815357,0.001235962
56,108,32,0.129623413,0.63786459,0.693106651,0.001235962
56,109,8,0.129820824,0.694350719,1.006835699,0.000930786
56,109,16,0.129820824,0.819767475,0.774163485,0.001235962
56,109,24,0.129820824,0.660362244,0.760281801,0.001235962
56,109,32,0.129820824,0.633522749,0.709747076,0.001235962
56,110,8,0.126523733,0.656285524,0.750278234,0.000930786
56,110,16,0.126523733,0.659561157,0.795380592,0.001235962
56,110,24,0.126523733,0.677946806,0.739058733,0.001235962
56,110,32,0.126523733,0.682032108,0.776594877,0.001235962
56,111,8,0.13262105,0.685851097,0.745830774,0.000930786
56,111,16,0.13262105,0.678134918,0.732149363,0.001235962
56,111,24,0.13262105,0.64959693,0.725574017,0.001235962
56,111,32,0.13262105,0.64417696,0.772096872,0.001235962
56,112,8,0.155552626,0.844513178,0.851856232,0.000930786
56,112,16,0.155552626,0.69712472,0.813481092,0.001235962
56,112,24,0.155552626,0.698506594,0.745054483,0.001235962
56,112,32,0.155552626,0.684132576,0.842943668,0.001235962
64,2,8,0.00272584,0.000301361,0.000379801,0.000930786
64,2,16,0.00272584,0.000307083,0.00028944,0.001235962
64,2,24,0.00272584,0.000308275,0.000362635,0.001235962
64,2,32,0.00272584,0.000346184,0.000371695,0.001235962
64,3,8,0.004323006,0.000297546,0.000422239,0.000930786
64,3,16,0.004323006,0.000352383,0.000336647,0.001235962
64,3,24,0.004323006,0.000386953,0.000510454,0.001235962
64,3,32,0.004323006,0.000470877,0.000340462,0.001235962
64,4,8,0.011499405,0.000403643,0.000560522,0.000930786
64,4,16,0.011499405,0.000528336,0.000504017,0.001235962
64,4,24,0.011499405,0.000406504,0.000403643,0.001235962
64,4,32,0.011499405,0.000525951,0.000569582,0.001235962
64,5,8,0.015044451,0.000569582,0.000602484,0.000930786
64,5,16,0.015044451,0.000617504,0.000590801,0.001235962
64,5,24,0.015044451,0.000564098,0.000586033,0.001235962
64,5,32,0.015044451,0.000554323,0.000629187,0.001235962
64,6,8,0.01012516,0.000704288,0.000845194,0.000930786
64,6,16,0.01012516,0.00088191,0.000752926,0.001235962
64,6,24,0.01012516,0.00071907,0.00073576,0.001235962
64,6,32,0.01012516,0.000699043,0.000921965,0.001235962
64,7,8,0.011954308,0.000934124,0.001024485,0.000930786
64,7,16,0.011954308,0.001184225,0.001102924,0.001235962
64,7,24,0.011954308,0.001386881,0.00131464,0.001235962
64,7,32,0.011954308,0.001168013,0.001181126,0.001235962
64,8,8,0.014466286,0.001518488,0.001591444,0.000930786
64,8,16,0.014466286,0.001385927,0.001322031,0.001235962
64,8,24,0.014466286,0.00124383,0.00162673,0.001235962
64,8,32,0.014466286,0.001223564,0.001411915,0.001235962
64,9,8,0.022066116,0.002216816,0.002698183,0.000930786
64,9,16,0.022066116,0.002393007,0.002200603,0.001235962
64,9,24,0.022066116,0.002057076,0.002134085,0.001235962
64,9,32,0.022066116,0.002379179,0.002154589,0.001235962
64,10,8,0.02089715,0.002058506,0.002189875,0.000930786
64,10,16,0.02089715,0.002405167,0.002509117,0.001235962
64,10,24,0.02089715,0.002150059,0.002307177,0.001235962
64,10,32,0.02089715,0.002032757,0.002311707,0.001235962
64,11,8,0.023734808,0.002803802,0.002810478,0.000930786
64,11,16,0.023734808,0.002590418,0.002880096,0.001235962
64,11,24,0.023734808,0.002996206,0.003020048,0.001235962
64,11,32,0.023734808,0.00321269,0.003027678,0.001235962
64,12,8,0.028929472,0.002993822,0.003429651,0.000930786
64,12,16,0.028929472,0.003464222,0.003998518,0.001235962
64,12,24,0.028929472,0.003337622,0.003510952,0.001235962
64,12,32,0.028929472,0.003241301,0.004164934,0.001235962
64,13,8,0.029653072,0.003825665,0.004380703,0.000930786
64,13,16,0.029653072,0.003486395,0.003973484,0.001235962
64,13,24,0.029653072,0.004719019,0.004072189,0.001235962
64,13,32,0.029653072,0.003981829,0.004410982,0.001235962
64,14,8,0.031163931,0.00490427,0.004840851,0.000930786
64,14,16,0.031163931,0.004771233,0.005416155,0.001235962
64,14,24,0.031163931,0.004870415,0.00508213,0.001235962
64,14,32,0.031163931,0.005141735,0.005600929,0.001235962
64,15,8,0.031994104,0.005245924,0.006418467,0.000930786
64,15,16,0.031994104,0.005776644,0.006392717,0.001235962
64,15,24,0.031994104,0.005923748,0.006537676,0.001235962
64,15,32,0.031994104,0.005865812,0.006624222,0.001235962
64,16,8,0.043203831,0.006732225,0.008810759,0.000930786
64,16,16,0.043203831,0.008477211,0.00924325,0.001235962
64,16,24,0.043203831,0.008677721,0.009811163,0.001235962
64,16,32,0.043203831,0.009060144,0.010212183,0.001235962
64,17,8,0.050236464,0.008445501,0.01042676,0.000930786
64,17,16,0.050236464,0.00800705,0.009764433,0.001235962
64,17,24,0.050236464,0.008438587,0.009504318,0.001235962
64,17,32,0.050236464,0.009466648,0.009202957,0.001235962
64,18,8,0.040382385,0.009186029,0.011310577,0.000930786
64,18,16,0.040382385,0.009477854,0.010549545,0.001235962
64,18,24,0.040382385,0.009701729,0.010569811,0.001235962
64,18,32,0.040382385,0.010502338,0.010843992,0.001235962
64,19,8,0.041272402,0.012507915,0.012496471,0.000930786
64,19,16,0.041272402,0.010181904,0.01176095,0.001235962
64,19,24,0.041272402,0.01070118,0.01172328,0.001235962
64,19,32,0.041272402,0.010574579,0.011272192,0.001235962
64,20,8,0.040321112,0.0125494,0.01330328,0.000930786
64,20,16,0.040321112,0.01174283,0.01349473,0.001235962
64,20,24,0.040321112,0.013162374,0.013973713,0.001235962
64,20,32,0.040321112,0.012083292,0.013350487,0.001235962
64,21,8,0.049734831,0.013127327,0.01513052,0.000930786
64,21,16,0.049734831,0.013337135,0.01458168,0.001235962
64,21,24,0.049734831,0.01286006,0.014788866,0.001235962
64,21,32,0.049734831,0.014262676,0.014991522,0.001235962
64,22,8,0.064119339,0.014024258,0.016551733,0.000930786
64,22,16,0.064119339,0.014952183,0.016653299,0.001235962
64,22,24,0.064119339,0.015850067,0.016517401,0.001235962
64,22,32,0.064119339,0.015401363,0.017099857,0.001235962
64,23,8,0.053049803,0.016410828,0.018897533,0.000930786
64,23,16,0.053049803,0.017185688,0.019583941,0.001235962
64,23,24,0.053049803,0.016956091,0.018507719,0.001235962
64,23,32,0.053049803,0.017478943,0.019163132,0.001235962
64,24,8,0.049482822,0.017923117,0.020538092,0.000930786
64,24,16,0.049482822,0.017478228,0.021566391,0.001235962
64,24,24,0.049482822,0.019004822,0.020843744,0.001235962
64,24,32,0.049482822,0.017491817,0.020520926,0.001235962
64,25,8,0.059784651,0.019123077,0.021414042,0.000930786
64,25,16,0.059784651,0.018899441,0.02090168,0.001235962
64,25,24,0.059784651,0.019201756,0.021016359,0.001235962
64,25,32,0.059784651,0.019037008,0.021178961,0.001235962
64,26,8,0.05636549,0.023011684,0.027219534,0.000930786
64,26,16,0.05636549,0.022354364,0.026124239,0.001235962
64,26,24,0.05636549,0.022029877,0.025049925,0.001235962
64,26,32,0.05636549,0.023275137,0.026662588,0.001235962
64,27,8,0.062618971,0.023459673,0.026803017,0.000930786
64,27,16,0.062618971,0.02415061,0.027325869,0.001235962
64,27,24,0.062618971,0.025651455,0.028846025,0.001235962
64,27,32,0.062618971,0.026685476,0.028912306,0.001235962
64,28,8,0.099025965,0.029103994,0.033546686,0.000930786
64,28,16,0.099025965,0.029522657,0.033657074,0.001235962
64,28,24,0.099025965,0.029218674,0.033801556,0.001235962
64,28,32,0.099025965,0.03067112,0.034160376,0.001235962
64,29,8,0.067900658,0.030383825,0.036038637,0.000930786
64,29,16,0.067900658,0.030172348,0.036849976,0.001235962
64,29,24,0.067900658,0.031390905,0.035760641,0.001235962
64,29,32,0.067900658,0.031060934,0.035707474,0.001235962
64,30,8,0.05810523,0.032827854,0.038618803,0.000930786
64,30,16,0.05810523,0.033785105,0.036656857,0.001235962
64,30,24,0.05810523,0.031428337,0.037549019,0.001235962
64,30,32,0.05810523,0.035038233,0.03681922,0.001235962
64,31,8,0.067063332,0.033459425,0.039819956,0.000930786
64,31,16,0.067063332,0.035232782,0.040415764,0.001235962
64,31,24,0.067063332,0.034555197,0.038836718,0.001235962
64,31,32,0.067063332,0.034812927,0.040704966,0.001235962
64,32,8,0.060070515,0.036908865,0.042135954,0.000930786
64,32,16,0.060070515,0.037848711,0.049855232,0.001235962
64,32,24,0.060070515,0.046480417,0.052523375,0.001235962
64,32,32,0.060070515,0.042319059,0.047490358,0.001235962
64,33,8,0.073194504,0.045449018,0.053292274,0.000930786
64,33,16,0.073194504,0.046279907,0.053759575,0.001235962
64,33,24,0.073194504,0.043812513,0.049931526,0.001235962
64,33,32,0.073194504,0.044863224,0.051133394,0.001235962
64,34,8,0.069460154,0.04488492,0.052726746,0.000930786
64,34,16,0.069460154,0.043320179,0.053813219,0.001235962
64,34,24,0.069460154,0.051033974,0.053000927,0.001235962
64,34,32,0.069460154,0.047851801,0.055230618,0.001235962
64,35,8,0.088910103,0.051949501,0.058203936,0.000930786
64,35,16,0.088910103,0.048235893,0.057346821,0.001235962
64,35,24,0.088910103,0.056595564,0.070123434,0.001235962
64,35,32,0.088910103,0.06196332,0.077721119,0.001235962
64,36,8,0.169079542,0.064441442,0.070993185,0.000930786
64,36,16,0.169079542,0.061201096,0.069775343,0.001235962
64,36,24,0.169079542,0.056365967,0.06597352,0.001235962
64,36,32,0.169079542,0.058883429,0.065711498,0.001235962
64,37,8,0.087054729,0.061046362,0.069225788,0.000930786
64,37,16,0.087054729,0.058088779,0.067606926,0.001235962
64,37,24,0.087054729,0.057042837,0.067771673,0.001235962
64,37,32,0.087054729,0.060117722,0.072543621,0.001235962
64,38,8,0.086195469,0.063503027,0.075407505,0.000930786
64,38,16,0.086195469,0.065419197,0.077269077,0.001235962
64,38,24,0.086195469,0.065450191,0.073463202,0.001235962
64,38,32,0.086195469,0.064628839,0.077311277,0.001235962
64,39,8,0.090133905,0.068760872,0.082620144,0.000930786
64,39,16,0.090133905,0.068947077,0.078579187,0.001235962
64,39,24,0.090133905,0.072048426,0.083643913,0.001235962
64,39,32,0.090133905,0.072928429,0.07635951,0.001235962
64,40,8,0.075671434,0.069560289,0.082978249,0.000930786
64,40,16,0.075671434,0.075581551,0.083185434,0.001235962
64,40,24,0.075671434,0.06994319,0.080603361,0.001235962
64,40,32,0.075671434,0.082244396,0.093432188,0.001235962
64,41,8,0.098491669,0.080399036,0.100376129,0.000930786
64,41,16,0.098491669,0.080275297,0.089728117,0.001235962
64,41,24,0.098491669,0.076198816,0.084526062,0.001235962
64,41,32,0.098491669,0.075093508,0.083294868,0.001235962
64,42,8,0.095479488,0.074118614,0.08592701,0.000930786
64,42,16,0.095479488,0.076084614,0.08680582,0.001235962
64,42,24,0.095479488,0.075748682,0.087049484,0.001235962
64,42,32,0.095479488,0.072927713,0.082099915,0.001235962
64,43,8,0.072307348,0.074897289,0.089407444,0.000930786
64,43,16,0.072307348,0.076214075,0.089603424,0.001235962
64,43,24,0.072307348,0.079598427,0.091598988,0.001235962
64,43,32,0.072307348,0.07828927,0.089328766,0.001235962
64,44,8,0.083218813,0.083245754,0.0966537,0.000930786
64,44,16,0.083218813,0.083520889,0.096365452,0.001235962
64,44,24,0.083218813,0.085372686,0.100599527,0.001235962
64,44,32,0.083218813,0.087079048,0.097869396,0.001235962
64,45,8,0.095778942,0.090491533,0.099823713,0.000930786
64,45,16,0.095778942,0.087645054,0.100696564,0.001235962
64,45,24,0.095778942,0.088315487,0.099834442,0.001235962
64,45,32,0.095778942,0.085199356,0.099421501,0.001235962
64,46,8,0.083944321,0.092430115,0.11029768,0.000930786
64,46,16,0.083944321,0.098654032,0.111294508,0.001235962
64,46,24,0.083944321,0.095556259,0.106344461,0.001235962
64,46,32,0.083944321,0.094347,0.105434656,0.001235962
64,47,8,0.07933116,0.097030401,0.113265991,0.000930786
64,47,16,0.07933116,0.09492898,0.115522146,0.001235962
64,47,24,0.07933116,0.096123934,0.114463091,0.001235962
64,47,32,0.07933116,0.107484102,0.127913713,0.001235962
64,48,8,0.094433546,0.107179403,0.122954607,0.000930786
64,48,16,0.094433546,0.106590033,0.118728399,0.001235962
64,48,24,0.094433546,0.102055311,0.114725113,0.001235962
64,48,32,0.094433546,0.104161739,0.116779566,0.001235962
64,49,8,0.090790272,0.115501642,0.127182484,0.000930786
64,49,16,0.090790272,0.111288548,0.127925873,0.001235962
64,49,24,0.090790272,0.111114979,0.124413967,0.001235962
64,49,32,0.090790272,0.107657909,0.120706797,0.001235962
64,50,8,0.096822977,0.113620043,0.129119635,0.000930786
64,50,16,0.096822977,0.113055229,0.127083778,0.001235962
64,50,24,0.096822977,0.115622997,0.132492781,0.001235962
64,50,32,0.096822977,0.120954037,0.135954142,0.001235962
64,51,8,0.095854521,0.121467113,0.141829967,0.000930786
64,51,16,0.095854521,0.119460821,0.136189938,0.001235962
64,51,24,0.095854521,0.117976665,0.133521318,0.001235962
64,51,32,0.095854521,0.118366241,0.137913465,0.001235962
64,52,8,0.08958292,0.127655506,0.145258188,0.000930786
64,52,16,0.08958292,0.124953747,0.140898705,0.001235962
64,52,24,0.08958292,0.121445894,0.140259266,0.001235962
64,52,32,0.08958292,0.134164572,0.159632921,0.001235962
64,53,8,0.109454632,0.13835144,0.159092903,0.000930786
64,53,16,0.109454632,0.138714075,0.154566288,0.001235962
64,53,24,0.109454632,0.136272669,0.153145552,0.001235962
64,53,32,0.109454632,0.134393215,0.149039745,0.001235962
64,54,8,0.096178293,0.136778355,0.154461861,0.000930786
64,54,16,0.096178293,0.136956215,0.157189608,0.001235962
64,54,24,0.096178293,0.138351202,0.156590939,0.001235962
64,54,32,0.096178293,0.13871336,0.156288862,0.001235962
64,55,8,0.099688768,0.144786358,0.165681601,0.000930786
64,55,16,0.099688768,0.142796993,0.163020611,0.001235962
64,55,24,0.099688768,0.14547801,0.164649487,0.001235962
64,55,32,0.099688768,0.14906764,0.178697824,0.001235962
64,56,8,0.106491804,0.162455797,0.191596031,0.000930786
64,56,16,0.106491804,0.161605835,0.17851162,0.001235962
64,56,24,0.106491804,0.156761885,0.178890228,0.001235962
64,56,32,0.106491804,0.168372869,0.186773539,0.001235962
64,57,8,0.109852314,0.166673183,0.185729027,0.000930786
64,57,16,0.109852314,0.160113811,0.180052996,0.001235962
64,57,24,0.109852314,0.157585621,0.181510687,0.001235962
64,57,32,0.109852314,0.163595676,0.182027102,0.001235962
64,58,8,0.102137089,0.164788723,0.190954685,0.000930786
64,58,16,0.102137089,0.164429903,0.190527201,0.001235962
64,58,24,0.102137089,0.173397303,0.201587677,0.001235962
64,58,32,0.102137089,0.188340902,0.206643343,0.001235962
64,59,8,0.100628376,0.184419394,0.218255997,0.000930786
64,59,16,0.100628376,0.18396616,0.219251156,0.001235962
64,59,24,0.100628376,0.183808804,0.215860844,0.001235962
64,59,32,0.100628376,0.19892478,0.214891672,0.001235962
64,60,8,0.122298241,0.184437513,0.207090855,0.000930786
64,60,16,0.122298241,0.184369326,0.211227655,0.001235962
64,60,24,0.122298241,0.184388161,0.207990408,0.001235962
64,60,32,0.122298241,0.186226368,0.206759453,0.001235962
64,61,8,0.109731197,0.189863205,0.224424601,0.000930786
64,61,16,0.109731197,0.201944113,0.229578495,0.001235962
64,61,24,0.109731197,0.194640636,0.221550465,0.001235962
64,61,32,0.109731197,0.194502354,0.219373226,0.001235962
64,62,8,0.113554478,0.203508615,0.235665798,0.000930786
64,62,16,0.113554478,0.206882238,0.228194237,0.001235962
64,62,24,0.113554478,0.200581551,0.22603941,0.001235962
64,62,32,0.113554478,0.221699715,0.252675533,0.001235962
64,63,8,0.115932703,0.2220819,0.24655056,0.000930786
64,63,16,0.115932703,0.207634211,0.248171568,0.001235962
64,63,24,0.115932703,0.219393253,0.25023222,0.001235962
64,63,32,0.115932703,0.216670752,0.238989592,0.001235962
64,64,8,0.111198664,0.216159582,0.247062206,0.000930786
64,64,16,0.111198664,0.211100101,0.245408773,0.001235962
64,64,24,0.111198664,0.220980883,0.24961257,0.001235962
64,64,32,0.111198664,0.218613625,0.246106386,0.001235962
64,65,8,0.103708267,0.225971699,0.262172461,0.000930786
64,65,16,0.103708267,0.227884769,0.263495207,0.001235962
64,65,24,0.103708267,0.231993437,0.26309824,0.001235962
64,65,32,0.103708267,0.260646343,0.27340889,0.001235962
64,66,8,0.107073545,0.240123987,0.267304659,0.000930786
64,66,16,0.107073545,0.226962328,0.2612679,0.001235962
64,66,24,0.107073545,0.23267436,0.270053387,0.001235962
64,66,32,0.107073545,0.23153615,0.261214018,0.001235962
64,67,8,0.110500097,0.243632555,0.281237125,0.000930786
64,67,16,0.110500097,0.242568493,0.294745207,0.001235962
64,67,24,0.110500097,0.249610424,0.276843309,0.001235962
64,67,32,0.110500097,0.239321947,0.282462835,0.001235962
64,68,8,0.120779276,0.258949518,0.297380686,0.000930786
64,68,16,0.120779276,0.253043652,0.291336298,0.001235962
64,68,24,0.120779276,0.251545668,0.292013884,0.001235962
64,68,32,0.120779276,0.282517672,0.30287528,0.001235962
64,69,8,0.126228333,0.264516115,0.324327707,0.000930786
64,69,16,0.126228333,0.279907465,0.308651209,0.001235962
64,69,24,0.126228333,0.269880772,0.304448128,0.001235962
64,69,32,0.126228333,0.266574621,0.303703785,0.001235962
64,70,8,0.109331608,0.269784212,0.316354752,0.000930786
64,70,16,0.109331608,0.265588284,0.320030212,0.001235962
64,70,24,0.109331608,0.280942917,0.312527418,0.001235962
64,70,32,0.109331608,0.271430254,0.321623802,0.001235962
64,71,8,0.126255274,0.285659075,0.332793713,0.000930786
64,71,16,0.126255274,0.281538963,0.317156553,0.001235962
64,71,24,0.126255274,0.282051802,0.326185226,0.001235962
64,71,32,0.126255274,0.299956083,0.345587492,0.001235962
64,72,8,0.131347418,0.300448656,0.350006104,0.000930786
64,72,16,0.131347418,0.302413702,0.34498024,0.001235962
64,72,24,0.131347418,0.295109272,0.33314991,0.001235962
64,72,32,0.131347418,0.301780939,0.338957787,0.001235962
64,73,8,0.127972603,0.30557251,0.349370956,0.000930786
64,73,16,0.127972603,0.300570488,0.350946903,0.001235962
64,73,24,0.127972603,0.300133944,0.351606846,0.001235962
64,73,32,0.127972603,0.302435398,0.367475748,0.001235962
64,74,8,0.139534473,0.319832802,0.361509085,0.000930786
64,74,16,0.139534473,0.31259799,0.360546589,0.001235962
64,74,24,0.139534473,0.308300734,0.350335121,0.001235962
64,74,32,0.139534473,0.345077276,0.39700675,0.001235962
64,75,8,0.141826153,0.333214521,0.373021126,0.000930786
64,75,16,0.141826153,0.317753792,0.384720802,0.001235962
64,75,24,0.141826153,0.337145805,0.372041464,0.001235962
64,75,32,0.141826153,0.322873831,0.372866631,0.001235962
64,76,8,0.125296593,0.335644245,0.380816936,0.000930786
64,76,16,0.125296593,0.327201366,0.384166479,0.001235962
64,76,24,0.125296593,0.340093136,0.383615732,0.001235962
64,76,32,0.125296593,0.340740442,0.403924227,0.001235962
64,77,8,0.132209778,0.348375559,0.396206856,0.000930786
64,77,16,0.132209778,0.343985796,0.403611422,0.001235962
64,77,24,0.132209778,0.350779533,0.398868084,0.001235962
64,77,32,0.132209778,0.361253262,0.420638323,0.001235962
64,78,8,0.132197618,0.3604846,0.422455072,0.000930786
64,78,16,0.132197618,0.363080025,0.419100523,0.001235962
64,78,24,0.132197618,0.355182409,0.403241634,0.001235962
