nbits,nprimes,msgsize,spawnTime,encrTime,decrTime,memory
88,31,8,0.064219713,0.056073904,0.063417912,0.000930786
88,31,16,0.064219713,0.055435181,0.072933912,0.001235962
88,31,24,0.064219713,0.060451746,0.07033205,0.001235962
88,31,32,0.064219713,0.061660767,0.069405317,0.001235962
88,32,8,0.071114779,0.06333828,0.069473505,0.000930786
88,32,16,0.071114779,0.066120863,0.075026751,0.001235962
88,32,24,0.071114779,0.066874981,0.073395967,0.001235962
88,32,32,0.071114779,0.064540863,0.07483387,0.001235962
88,33,8,0.069074154,0.064350128,0.075494289,0.000930786
88,33,16,0.069074154,0.072881222,0.077695847,0.001235962
88,33,24,0.069074154,0.068176985,0.078577518,0.001235962
88,33,32,0.069074154,0.086410761,0.109745264,0.001235962
88,34,8,0.071205139,0.07271719,0.083893538,0.000930786
88,34,16,0.071205139,0.077904224,0.08631134,0.001235962
88,34,24,0.071205139,0.077756405,0.086048841,0.001235962
88,34,32,0.071205139,0.081582308,0.087787867,0.001235962
88,35,8,0.07285881,0.07913208,0.089841843,0.000930786
88,35,16,0.07285881,0.08313942,0.090105057,0.001235962
88,35,24,0.07285881,0.086126089,0.097592592,0.001235962
88,35,32,0.07285881,0.088675976,0.09235549,0.001235962
88,36,8,0.080197334,0.088698864,0.09663415,0.000930786
88,36,16,0.080197334,0.089189291,0.095383406,0.001235962
88,36,24,0.080197334,0.091343641,0.094532251,0.001235962
88,36,32,0.080197334,0.09331584,0.095265627,0.001235962
88,37,8,0.090206861,0.089381695,0.099550009,0.000930786
88,37,16,0.090206861,0.100043058,0.101969481,0.001235962
88,37,24,0.090206861,0.098377943,0.100795746,0.001235962
88,37,32,0.090206861,0.097959042,0.099488497,0.001235962
88,38,8,0.08952117,0.094328403,0.107403278,0.000930786
88,38,16,0.08952117,0.10556674,0.107444286,0.001235962
88,38,24,0.08952117,0.102888584,0.108282566,0.001235962
88,38,32,0.08952117,0.11001277,0.106729269,0.001235962
88,39,8,0.094242096,0.101494789,0.115433931,0.000930786
88,39,16,0.094242096,0.112979889,0.114824772,0.001235962
88,39,24,0.094242096,0.111524105,0.114968777,0.001235962
88,39,32,0.094242096,0.117293835,0.115857363,0.001235962
88,40,8,0.087514877,0.106930017,0.125397682,0.000930786
88,40,16,0.087514877,0.117726088,0.122043133,0.001235962
88,40,24,0.087514877,0.118148088,0.124188185,0.001235962
88,40,32,0.087514877,0.120394945,0.121242046,0.001235962
88,41,8,0.142064333,0.110461712,0.132395983,0.000930786
88,41,16,0.142064333,0.127457142,0.129716873,0.001235962
88,41,24,0.142064333,0.124751568,0.131235838,0.001235962
88,41,32,0.142064333,0.131248236,0.136080027,0.001235962
88,42,8,0.110129595,0.12079215,0.143033743,0.000930786
88,42,16,0.110129595,0.134604931,0.141235828,0.001235962
88,42,24,0.110129595,0.133241653,0.138449192,0.001235962
88,42,32,0.110129595,0.138397217,0.140409708,0.001235962
88,43,8,0.106870651,0.127532959,0.152319431,0.000930786
88,43,16,0.106870651,0.142976284,0.148293257,0.001235962
88,43,24,0.106870651,0.143321991,0.15006423,0.001235962
88,43,32,0.106870651,0.139984608,0.150411129,0.001235962
88,44,8,0.111355543,0.137955904,0.162106514,0.000930786
88,44,16,0.111355543,0.187595129,0.160404205,0.001235962
88,44,24,0.111355543,0.148179531,0.159174204,0.001235962
88,44,32,0.111355543,0.158353806,0.158751965,0.001235962
88,45,8,0.086487055,0.153947592,0.168939829,0.000930786
88,45,16,0.086487055,0.155737162,0.167508602,0.001235962
88,45,24,0.086487055,0.158981085,0.167976141,0.001235962
88,45,32,0.086487055,0.158219814,0.169268847,0.001235962
88,46,8,0.100354433,0.153140068,0.177221775,0.000930786
88,46,16,0.100354433,0.173465967,0.182581902,0.001235962
88,46,24,0.100354433,0.163864613,0.179692745,0.001235962
88,46,32,0.100354433,0.169872046,0.182770729,0.001235962
88,47,8,0.102985859,0.161840439,0.187425613,0.000930786
88,47,16,0.102985859,0.178718328,0.19044137,0.001235962
88,47,24,0.102985859,0.218400955,0.190318823,0.001235962
88,47,32,0.102985859,0.178595543,0.191420078,0.001235962
88,48,8,0.106405258,0.170756102,0.201687336,0.000930786
88,48,16,0.106405258,0.19140172,0.200852633,0.001235962
88,48,24,0.106405258,0.184198618,0.203977108,0.001235962
88,48,32,0.106405258,0.18714571,0.202937126,0.001235962
88,49,8,0.120293617,0.180920839,0.208833933,0.000930786
88,49,16,0.120293617,0.199875832,0.212760448,0.001235962
88,49,24,0.120293617,0.202497482,0.209404469,0.001235962
88,49,32,0.120293617,0.197622776,0.212964773,0.001235962
88,50,8,0.101575851,0.187092066,0.21822834,0.000930786
88,50,16,0.101575851,0.199677467,0.218957663,0.001235962
88,50,24,0.101575851,0.199061155,0.218514442,0.001235962
88,50,32,0.101575851,0.247102499,0.218339682,0.001235962
88,51,8,0.110344172,0.196757793,0.239809752,0.000930786
88,51,16,0.110344172,0.208598375,0.235231876,0.001235962
88,51,24,0.110344172,0.214087486,0.231937885,0.001235962
88,51,32,0.110344172,0.214440346,0.234544039,0.001235962
88,52,8,0.117115974,0.20957613,0.244802237,0.000930786
88,52,16,0.117115974,0.232695341,0.246301413,0.001235962
88,52,24,0.117115974,0.229407072,0.249608994,0.001235962
88,52,32,0.117115974,0.22436595,0.250829458,0.001235962
88,53,8,0.109680891,0.222934484,0.257443428,0.000930786
88,53,16,0.109680891,0.233150244,0.259087563,0.001235962
88,53,24,0.109680891,0.283423662,0.266982794,0.001235962
88,53,32,0.109680891,0.235029459,0.258027077,0.001235962
88,54,8,0.117529392,0.232949734,0.272834778,0.000930786
88,54,16,0.117529392,0.245212555,0.272958994,0.001235962
88,54,24,0.117529392,0.250624657,0.275370359,0.001235962
88,54,32,0.117529392,0.256580591,0.275329351,0.001235962
88,55,8,0.109710217,0.240709782,0.282618523,0.000930786
88,55,16,0.109710217,0.258908987,0.287145853,0.001235962
88,55,24,0.109710217,0.251993418,0.287526608,0.001235962
88,55,32,0.109710217,0.256952524,0.292546988,0.001235962
88,56,8,0.172950268,0.25750947,0.298299313,0.000930786
88,56,16,0.172950268,0.265003681,0.29648304,0.001235962
88,56,24,0.172950268,0.270850182,0.301939487,0.001235962
88,56,32,0.172950268,0.269940615,0.299427986,0.001235962
88,57,8,0.122274399,0.272414207,0.313578367,0.000930786
88,57,16,0.122274399,0.28359127,0.315685511,0.001235962
88,57,24,0.122274399,0.286945581,0.315575123,0.001235962
88,57,32,0.122274399,0.284785271,0.31390357,0.001235962
88,58,8,0.124651432,0.280351162,0.329473257,0.000930786
88,58,16,0.124651432,0.295720816,0.334038496,0.001235962
88,58,24,0.124651432,0.297521114,0.338197231,0.001235962
88,58,32,0.124651432,0.298853636,0.333206177,0.001235962
88,59,8,0.129803419,0.335952759,0.341216087,0.000930786
88,59,16,0.129803419,0.306387901,0.347203493,0.001235962
88,59,24,0.129803419,0.311032057,0.341253996,0.001235962
88,59,32,0.129803419,0.322814941,0.340231657,0.001235962
88,60,8,0.123555422,0.31136322,0.366985559,0.000930786
88,60,16,0.123555422,0.320360184,0.368339777,0.001235962
88,60,24,0.123555422,0.32694149,0.363278866,0.001235962
88,60,32,0.123555422,0.329618692,0.364234924,0.001235962
88,61,8,0.134586096,0.325796843,0.377844095,0.000930786
88,61,16,0.134586096,0.340180397,0.37485528,0.001235962
88,61,24,0.134586096,0.347155333,0.377373457,0.001235962
88,61,32,0.134586096,0.341795683,0.377452612,0.001235962
88,62,8,0.133548975,0.376354694,0.391187668,0.000930786
88,62,16,0.133548975,0.354981899,0.394426107,0.001235962
88,62,24,0.133548975,0.349437475,0.391681433,0.001235962
88,62,32,0.133548975,0.353346586,0.39353466,0.001235962
88,63,8,0.132712364,0.352218151,0.420334578,0.000930786
88,63,16,0.132712364,0.372467756,0.412663221,0.001235962
88,63,24,0.132712364,0.371451855,0.412109613,0.001235962
88,63,32,0.132712364,0.370695591,0.414418936,0.001235962
88,64,8,0.135956049,0.365333796,0.426821947,0.000930786
88,64,16,0.135956049,0.38009882,0.42692709,0.001235962
88,64,24,0.135956049,0.380367994,0.43130374,0.001235962
88,64,32,0.135956049,0.389314651,0.438113213,0.001235962
88,65,8,0.121861935,0.42528367,0.448875904,0.000930786
88,65,16,0.121861935,0.391417265,0.447874308,0.001235962
88,65,24,0.121861935,0.398604393,0.446450472,0.001235962
88,65,32,0.121861935,0.398917913,0.446160078,0.001235962
88,66,8,0.151799917,0.401766539,0.456435442,0.000930786
88,66,16,0.151799917,0.405779839,0.462529421,0.001235962
88,66,24,0.151799917,0.415958405,0.465597391,0.001235962
88,66,32,0.151799917,0.415354252,0.465045929,0.001235962
88,67,8,0.138059616,0.412984133,0.485957623,0.000930786
88,67,16,0.138059616,0.434548616,0.494667053,0.001235962
88,67,24,0.138059616,0.429719925,0.490607738,0.001235962
88,67,32,0.138059616,0.434094667,0.489722252,0.001235962
88,68,8,0.202338457,0.435321093,0.510456562,0.000930786
88,68,16,0.202338457,0.450753689,0.510421991,0.001235962
88,68,24,0.202338457,0.449594975,0.517884731,0.001235962
88,68,32,0.202338457,0.447875738,0.507703543,0.001235962
88,69,8,0.142974138,0.449391603,0.534041643,0.000930786
88,69,16,0.142974138,0.472949266,0.534789324,0.001235962
88,69,24,0.142974138,0.474009514,0.533389091,0.001235962
88,69,32,0.142974138,0.477280855,0.539464712,0.001235962
88,70,8,0.145930767,0.468683958,0.55271554,0.000930786
88,70,16,0.145930767,0.485228062,0.548539877,0.001235962
88,70,24,0.145930767,0.497255802,0.54726553,0.001235962
88,70,32,0.145930767,0.490014076,0.551416397,0.001235962
88,71,8,0.208902359,0.49909997,0.583484888,0.000930786
88,71,16,0.208902359,0.518818855,0.578513145,0.001235962
88,71,24,0.208902359,0.504516125,0.579327106,0.001235962
88,71,32,0.208902359,0.508741856,0.57337594,0.001235962
88,72,8,0.142918825,0.513955593,0.612129927,0.000930786
88,72,16,0.142918825,0.531525612,0.603701591,0.001235962
88,72,24,0.142918825,0.529232025,0.603695869,0.001235962
88,72,32,0.142918825,0.532144785,0.603597641,0.001235962
88,73,8,0.151715994,0.526462078,0.628098965,0.000930786
88,73,16,0.151715994,0.542052746,0.623668194,0.001235962
88,73,24,0.151715994,0.549373627,0.62485981,0.001235962
88,73,32,0.151715994,0.549613714,0.624597311,0.001235962
88,74,8,0.221401453,0.550527334,0.644070625,0.000930786
88,74,16,0.221401453,0.567512512,0.640728474,0.001235962
88,74,24,0.221401453,0.560180426,0.639267206,0.001235962
88,74,32,0.221401453,0.572665453,0.636295557,0.001235962
88,75,8,0.138523817,0.561738729,0.668233871,0.000930786
88,75,16,0.138523817,0.58808279,0.668517828,0.001235962
88,75,24,0.138523817,0.580307007,0.661154032,0.001235962
88,75,32,0.138523817,0.595548868,0.662593842,0.001235962
88,76,8,0.143523216,0.581889629,0.69782424,0.000930786
88,76,16,0.143523216,0.605065107,0.688686371,0.001235962
88,76,24,0.143523216,0.598948956,0.690856218,0.001235962
88,76,32,0.143523216,0.604232788,0.689792633,0.001235962
88,77,8,0.156355619,0.655194521,0.727865934,0.000930786
88,77,16,0.156355619,0.636784315,0.714308023,0.001235962
88,77,24,0.156355619,0.627280235,0.714783907,0.001235962
88,77,32,0.156355619,0.630903244,0.715685368,0.001235962
88,78,8,0.153397799,0.630274534,0.739667416,0.000930786
88,78,16,0.153397799,0.64831233,0.733985662,0.001235962
88,78,24,0.153397799,0.644242525,0.737634897,0.001235962
88,78,32,0.153397799,0.646734715,0.748270988,0.001235962
88,79,8,0.163249254,0.659410954,0.775477648,0.000930786
88,79,16,0.163249254,0.667884588,0.771046162,0.001235962
88,79,24,0.163249254,0.671075821,0.783143759,0.001235962
88,79,32,0.163249254,0.686264038,0.771323204,0.001235962
88,80,8,0.210925102,0.679346561,0.802949905,0.000930786
88,80,16,0.210925102,0.69395566,0.801710844,0.001235962
88,80,24,0.210925102,0.706868172,0.796020746,0.001235962
88,80,32,0.210925102,0.703053713,0.800394058,0.001235962
88,81,8,0.154578686,0.698874474,0.831681728,0.000930786
88,81,16,0.154578686,0.7171731,0.832822561,0.001235962
88,81,24,0.154578686,0.727156639,0.825030327,0.001235962
88,81,32,0.154578686,0.724434376,0.830048084,0.001235962
88,82,8,0.155900002,0.732236385,0.871838093,0.000930786
88,82,16,0.155900002,0.749030113,0.860307932,0.001235962
88,82,24,0.155900002,0.791393518,0.860421419,0.001235962
88,82,32,0.155900002,0.749085903,0.8697052,0.001235962
88,83,8,0.160635233,0.769159794,0.894841194,0.000930786
88,83,16,0.160635233,0.775856495,0.888059855,0.001235962
88,83,24,0.160635233,0.773846865,0.894426823,0.001235962
88,83,32,0.160635233,0.782237768,0.887221813,0.001235962
88,84,8,0.176881313,0.784464121,0.92770195,0.000930786
88,84,16,0.176881313,0.802733421,0.933398247,0.001235962
88,84,24,0.176881313,0.805763721,0.924899101,0.001235962
88,84,32,0.176881313,0.816415787,0.926473618,0.001235962
88,85,8,0.168922186,0.820903778,0.962027788,0.000930786
88,85,16,0.168922186,0.834323883,0.959169865,0.001235962
88,85,24,0.168922186,0.871128082,0.964560747,0.001235962
88,85,32,0.168922186,0.845404625,0.95711875,0.001235962
88,86,8,0.172273636,0.831240654,0.991731167,0.000930786
88,86,16,0.172273636,0.856458187,1.000810862,0.001235962
88,86,24,0.172273636,0.86768508,0.988723278,0.001235962
88,86,32,0.172273636,0.862818718,0.980656862,0.001235962
88,87,8,0.173493147,0.872506857,1.015839815,0.000930786
88,87,16,0.173493147,0.871738911,1.003262997,0.001235962
88,87,24,0.173493147,0.869317055,1.01372838,0.001235962
88,87,32,0.173493147,0.876312256,1.018984556,0.001235962
88,88,8,0.220488787,0.899084568,1.058147192,0.000930786
88,88,16,0.220488787,0.919020176,1.056460619,0.001235962
88,88,24,0.220488787,0.908971071,1.061693907,0.001235962
88,88,32,0.220488787,0.915287018,1.06467557,0.001235962
88,89,8,0.17285037,0.909003735,1.071626425,0.000930786
88,89,16,0.17285037,0.93460989,1.080595255,0.001235962
88,89,24,0.17285037,0.939881325,1.069833517,0.001235962
88,89,32,0.17285037,0.941968679,1.074226618,0.001235962
88,90,8,0.180948734,0.947057009,1.120623827,0.000930786
88,90,16,0.180948734,0.961495876,1.12600565,0.001235962
88,90,24,0.180948734,0.969991207,1.114320755,0.001235962
88,90,32,0.180948734,1.028935671,1.12094593,0.001235962
88,91,8,0.171571016,0.988998652,1.153952599,0.000930786
88,91,16,0.171571016,1.010754108,1.163498878,0.001235962
88,91,24,0.171571016,1.007568836,1.166172981,0.001235962
88,91,32,0.171571016,1.006036043,1.170507193,0.001235962
88,92,8,0.188138962,1.017223597,1.192799807,0.000930786
88,92,16,0.188138962,1.031751156,1.231809616,0.001235962
88,92,24,0.188138962,1.336969852,1.193182945,0.001235962
88,92,32,0.188138962,1.000491619,121.9551327,0.001235962
88,93,8,0.224717617,1.239114523,1.261379957,0.000930786
88,93,16,0.224717617,1.130329847,1.630304575,0.001235962
88,93,24,0.224717617,1.860046148,1.263748169,0.001235962
88,93,32,0.224717617,1.088864088,1.368539572,0.001235962
88,94,8,0.229905128,1.210950136,1.454850197,0.000930786
88,94,16,0.229905128,1.214281797,1.424019575,0.001235962
88,94,24,0.229905128,1.262761354,1.431724787,0.001235962
88,94,32,0.229905128,1.276356697,1.529711962,0.001235962
88,95,8,0.188651562,1.100868464,1.552573442,0.000930786
88,95,16,0.188651562,1.281395912,1.320282936,0.001235962
88,95,24,0.188651562,1.279826403,1.309404373,0.001235962
88,95,32,0.188651562,1.300677776,1.315134525,0.001235962
88,96,8,0.226530075,1.290638924,1.345806837,0.000930786
88,96,16,0.226530075,1.329637289,1.350814104,0.001235962
88,96,24,0.226530075,1.321875095,1.353986979,0.001235962
88,96,32,0.226530075,1.330471039,1.350864649,0.001235962
88,97,8,0.233062029,1.328319073,1.404581308,0.000930786
88,97,16,0.233062029,1.382581234,1.407105684,0.001235962
88,97,24,0.233062029,1.368908882,1.454452753,0.001235962
88,97,32,0.233062029,1.381332636,1.410208941,0.001235962
88,98,8,0.216853619,1.374238968,1.457947016,0.000930786
88,98,16,0.216853619,1.419527531,1.461923838,0.001235962
88,98,24,0.216853619,1.42031908,1.452218056,0.001235962
88,98,32,0.216853619,1.416181087,1.459537268,0.001235962
88,99,8,0.194880486,1.388940096,1.455844879,0.000930786
88,99,16,0.194880486,1.436156511,1.465884447,0.001235962
88,99,24,0.194880486,1.421724558,1.504273653,0.001235962
88,99,32,0.194880486,1.450249672,1.460812569,0.001235962
88,100,8,0.216330528,1.436044693,1.518059254,0.000930786
88,100,16,0.216330528,1.484880924,1.522578716,0.001235962
88,100,24,0.216330528,1.468144894,1.518512011,0.001235962
88,100,32,0.216330528,1.502188206,1.524511337,0.001235962
88,101,8,0.205685377,1.481030464,1.558619261,0.000930786
88,101,16,0.205685377,1.502868891,1.568046093,0.001235962
88,101,24,0.205685377,1.502110481,1.561339855,0.001235962
88,101,32,0.205685377,1.556587696,1.577783346,0.001235962
88,102,8,0.20801568,1.493202925,1.606911659,0.000930786
88,102,16,0.20801568,1.541895151,1.596754551,0.001205444
88,102,24,0.20801568,1.548825741,1.599311829,0.001235962
88,102,32,0.20801568,1.535918713,1.597780228,0.001235962
88,103,8,0.216543913,1.542992115,1.641377211,0.000930786
88,103,16,0.216543913,1.580070257,1.651075363,0.001235962
88,103,24,0.216543913,1.586279154,1.639349461,0.001235962
88,103,32,0.216543913,1.601666212,1.645406008,0.001235962
88,104,8,0.219582558,1.631836414,1.730602741,0.000930786
88,104,16,0.219582558,1.628371716,1.699691057,0.001235962
88,104,24,0.219582558,1.642381668,1.695271492,0.001235962
88,104,32,0.219582558,1.633571386,1.732392073,0.001235962
88,105,8,0.226025581,1.630735636,1.766554356,0.000930786
88,105,16,0.226025581,1.672571659,1.779422045,0.001235962
88,105,24,0.226025581,1.740103483,1.745866537,0.001235962
88,105,32,0.226025581,1.658025742,1.760550261,0.001235962
88,106,8,0.238351822,1.70609808,1.792386293,0.000930786
88,106,16,0.238351822,1.716394424,1.791072845,0.001235962
88,106,24,0.238351822,1.704994678,1.815234423,0.001235962
88,106,32,0.238351822,1.717683554,1.790343523,0.001235962
88,107,8,0.240689516,1.693939686,1.821543932,0.000930786
88,107,16,0.240689516,1.743599892,1.828267336,0.001235962
88,107,24,0.240689516,1.747447729,1.827179909,0.001235962
88,107,32,0.240689516,1.7460742,1.821298838,0.001235962
88,108,8,0.229402542,1.76500988,1.846751451,0.000930786
88,108,16,0.229402542,1.766671896,1.875083685,0.001235962
88,108,24,0.229402542,1.762063503,1.860574245,0.001235962
88,108,32,0.229402542,1.764179468,1.847405434,0.001235962
88,109,8,0.233383656,1.765018225,1.895203829,0.000930786
88,109,16,0.233383656,1.806689739,1.923924923,0.001235962
88,109,24,0.233383656,1.805247545,1.914629459,0.001235962
88,109,32,0.233383656,1.808578491,1.901274681,0.001235962
88,110,8,0.244554043,1.802011013,1.936201096,0.000930786
88,110,16,0.244554043,1.882886887,1.935265064,0.001235962
88,110,24,0.244554043,1.827972174,1.951996803,0.001235962
88,110,32,0.244554043,1.840809822,1.931611538,0.001235962
88,111,8,0.237425327,1.844617844,1.993140221,0.000930786
88,111,16,0.237425327,1.890228987,1.989771128,0.001235962
88,111,24,0.237425327,1.88377285,1.991710901,0.001235962
88,111,32,0.237425327,1.887791634,1.994235277,0.001235962
88,112,8,0.240584612,1.878887653,2.03412056,0.000930786
88,112,16,0.240584612,1.928884029,2.03505373,0.001235962
88,112,24,0.240584612,1.963971138,2.048830509,0.001235962
88,112,32,0.240584612,1.927028894,2.057923555,0.001235962
88,113,8,0.248472929,1.917650223,2.101390839,0.000930786
88,113,16,0.248472929,1.948401928,2.095444202,0.001235962
88,113,24,0.248472929,1.966941357,2.093749762,0.001235962
88,113,32,0.248472929,1.98417449,2.085532904,0.001235962
88,114,8,0.222849607,1.96297574,2.153862,0.000930786
88,114,16,0.222849607,1.99775219,2.158126116,0.001235962
88,114,24,0.222849607,1.998728275,2.149535894,0.001235962
88,114,32,0.222849607,2.101113081,2.143228531,0.001235962
88,115,8,0.218820333,2.029917955,2.208775282,0.000930786
88,115,16,0.218820333,2.063291073,2.20872426,0.001235962
88,115,24,0.218820333,2.068644524,2.219059229,0.001235962
88,115,32,0.218820333,2.080842972,2.230247259,0.001235962
88,116,8,0.238731384,2.060756207,2.268805027,0.000930786
88,116,16,0.238731384,2.139375687,2.269239902,0.001235962
88,116,24,0.238731384,2.112494946,2.277831316,0.001235962
88,116,32,0.238731384,2.117767572,2.268676996,0.001235962
88,117,8,0.228742838,2.119839668,2.817689657,0.000930786
88,117,16,0.228742838,2.378292561,2.331071854,0.001235962
88,117,24,0.228742838,2.033338547,2.316216946,0.001235962
88,117,32,0.228742838,2.01352644,2.310823679,0.001235962
88,118,8,0.220424175,2.008877516,2.392685175,0.000930786
88,118,16,0.220424175,2.020986795,2.389712095,0.001235962
88,118,24,0.220424175,2.032241821,2.376811981,0.001235962
88,118,32,0.220424175,2.037713766,2.389993429,0.001235962
88,119,8,0.25198698,2.072474718,2.443415642,0.000930786
88,119,16,0.25198698,2.080328465,2.446466684,0.001235962
88,119,24,0.25198698,2.26505971,2.718654394,0.001235962
88,119,32,0.25198698,2.370169878,2.57362771,0.001235962
88,120,8,0.288516045,2.258965492,2.46667695,0.000930786
88,120,16,0.288516045,2.289526939,2.493262529,0.001235962
88,120,24,0.288516045,2.289011002,2.47359395,0.001235962
88,120,32,0.288516045,2.274655342,2.473291159,0.001235962
88,121,8,0.241719246,2.304853916,2.535131454,0.000930786
88,121,16,0.241719246,2.344729424,2.53803587,0.001235962
88,121,24,0.241719246,2.34360528,2.530794621,0.001235962
88,121,32,0.241719246,2.347856998,2.53390336,0.001235962
88,122,8,0.306012869,2.377044201,2.628693819,0.000930786
88,122,16,0.306012869,2.421767473,2.615746975,0.001235962
88,122,24,0.306012869,2.401623964,2.60426116,0.001235962
88,122,32,0.306012869,2.408418655,2.608150005,0.001235962
88,123,8,0.284407139,2.406848431,2.703965187,0.000930786
88,123,16,0.284407139,2.434741974,2.67189455,0.001235962
88,123,24,0.284407139,2.446722984,2.670228958,0.001235962
88,123,32,0.284407139,2.431377411,2.654270411,0.001235962
88,124,8,0.301283836,2.407509804,2.68836689,0.000930786
88,124,16,0.301283836,2.453092575,2.689976692,0.001235962
88,124,24,0.301283836,2.485954285,2.710705519,0.001235962
88,124,32,0.301283836,2.478822231,2.696064949,0.001235962
88,125,8,0.250609875,2.474731684,2.778048754,0.000930786
88,125,16,0.250609875,2.504893303,2.761697531,0.001235962
88,125,24,0.250609875,2.535386324,2.764500856,0.001235962
88,125,32,0.250609875,2.52633667,2.757806778,0.001235962
88,126,8,0.298075438,2.559524298,2.863190413,0.000930786
88,126,16,0.298075438,2.596448183,2.83489871,0.001235962
88,126,24,0.298075438,2.602328539,2.847311497,0.001235962
88,126,32,0.298075438,2.634150743,2.84994626,0.001235962
88,127,8,0.262950182,2.592655897,2.905336618,0.000930786
88,127,16,0.262950182,2.636521578,2.905272007,0.001235962
88,127,24,0.262950182,2.621582985,2.913356066,0.001235962
88,127,32,0.262950182,2.628089905,2.914584875,0.001235962
88,128,8,0.311157465,2.84892416,3.304972887,0.000930786
88,128,16,0.311157465,2.693365574,3.445135355,0.001235962
88,128,24,0.311157465,2.738622189,3.246354818,0.001235962
88,128,32,0.311157465,2.615754366,3.009524584,0.001235962
88,129,8,0.252147436,2.668913364,3.09431386,0.000930786
88,129,16,0.252147436,2.662434816,3.075502872,0.001235962
88,129,24,0.252147436,2.67502284,3.139708996,0.001235962
88,129,32,0.252147436,2.723796129,3.07383585,0.001235962
88,130,8,0.257226944,2.707533121,3.182451487,0.000930786
88,130,16,0.257226944,2.752073526,3.169698477,0.001235962
88,130,24,0.257226944,2.742946386,3.174121141,0.001235962
88,130,32,0.257226944,2.758337259,3.143543959,0.001235962
88,131,8,0.251438141,2.766192198,3.225266933,0.000930786
88,131,16,0.251438141,2.944858551,3.210483789,0.001235962
88,131,24,0.251438141,2.76755619,3.197539091,0.001235962
88,131,32,0.251438141,2.775322914,3.22148633,0.001235962
88,132,8,0.33224535,2.793896914,3.233965635,0.000930786
88,132,16,0.33224535,2.812777758,3.250450134,0.001235962
88,132,24,0.33224535,2.808335066,3.233216524,0.001235962
88,132,32,0.33224535,2.815638065,3.239919901,0.001235962
88,133,8,0.283324718,2.852698565,3.327122211,0.000930786
88,133,16,0.283324718,2.895376444,3.335425854,0.001235962
88,133,24,0.283324718,2.872251511,3.339737177,0.001235962
88,133,32,0.283324718,2.897134066,3.336268902,0.001235962
88,134,8,0.262201786,2.931499481,3.400755644,0.000930786
88,134,16,0.262201786,2.940211773,3.379158258,0.001235962
88,134,24,0.262201786,2.93384552,3.401861906,0.001235962
88,134,32,0.262201786,2.939155102,3.401969671,0.001235962
88,135,8,0.277402401,2.967319489,3.463040113,0.000930786
88,135,16,0.277402401,2.981354237,3.465752363,0.001235962
88,135,24,0.277402401,2.997742414,3.461496592,0.001235962
88,135,32,0.277402401,3.010612965,3.442736626,0.001235962
88,136,8,0.314623594,3.014494896,3.539795637,0.000930786
88,136,16,0.314623594,3.12838316,3.517509937,0.001235962
88,136,24,0.314623594,3.067294836,3.518988132,0.001235962
88,136,32,0.314623594,3.070122242,3.519215345,0.001235962
88,137,8,0.256710052,3.079122782,3.60632515,0.000930786
88,137,16,0.256710052,3.118947029,3.604681969,0.001235962
88,137,24,0.256710052,3.121016264,3.609582663,0.001235962
88,137,32,0.256710052,3.125370264,3.609196663,0.001235962
88,138,8,0.26385498,3.159294844,3.669294357,0.000930786
88,138,16,0.26385498,3.223668814,3.690452576,0.001235962
88,138,24,0.26385498,3.188357592,3.679100752,0.001235962
88,138,32,0.26385498,3.208806515,3.662357569,0.001235962
88,139,8,0.253629446,3.202449799,3.742922306,0.000930786
88,139,16,0.253629446,3.244458675,3.749826431,0.001235962
88,139,24,0.253629446,3.241476774,3.759837151,0.001235962
88,139,32,0.253629446,3.303351879,3.762549877,0.001235962
88,140,8,0.266599417,3.281476974,3.84891367,0.000930786
88,140,16,0.266599417,3.34013772,3.823546171,0.001235962
88,140,24,0.266599417,3.318496943,3.824506283,0.001235962
88,140,32,0.266599417,3.327096462,3.857204199,0.001235962
88,141,8,0.263283014,3.414557219,3.923443079,0.000930786
88,141,16,0.263283014,3.387793303,3.931897402,0.001235962
88,141,24,0.263283014,3.451347589,3.935838938,0.001235962
88,141,32,0.263283014,3.410676956,3.916857719,0.001235962
88,142,8,0.288180113,3.411142111,3.989745617,0.000930786
88,142,16,0.288180113,3.441051006,4.001273155,0.001235962
88,142,24,0.288180113,3.480023146,3.999563932,0.001235962
88,142,32,0.288180113,3.462139368,3.986360073,0.001235962
88,143,8,0.269931555,3.470781326,4.040463209,0.000930786
88,143,16,0.269931555,3.514187098,4.042923689,0.001235962
88,143,24,0.269931555,3.557513714,4.05606699,0.001235962
88,143,32,0.269931555,3.510119677,4.050280571,0.001235962
88,144,8,0.27560997,3.554717541,4.147543669,0.000930786
88,144,16,0.27560997,3.579293966,4.167951107,0.001235962
88,144,24,0.27560997,3.591822624,4.142464638,0.001235962
88,144,32,0.27560997,3.603951216,4.131513596,0.001235962
88,145,8,0.260591984,3.655926704,4.273676395,0.000930786
88,145,16,0.260591984,3.672011614,4.24665451,0.001235962
88,145,24,0.260591984,3.721875668,4.271836519,0.001235962
88,145,32,0.260591984,3.689766645,4.258530378,0.001235962
88,146,8,0.270954132,3.707244635,4.308220148,0.000930786
88,146,16,0.270954132,3.734899044,4.323692083,0.001235962
88,146,24,0.270954132,3.722483397,4.325520515,0.001235962
88,146,32,0.270954132,3.749487638,4.326924562,0.001235962
88,147,8,0.283870935,3.774981737,4.397911549,0.000930786
