Location,Observation_Time,Temp_in_Celsius,Feels_Like_in_Celsius,Humidity_Percentage,WindSpeed_in_KPH,Weather_Condition,CloudCover_Percentage,Pressure_Millibars,UV_Index,Visibility_Kilometers
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10.0,8.1,76,20.2,Light rain,75,1021,1,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16.0,16.0,88,6.8,Light rain,0,1012,4,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19.0,19.0,100,3.6,Partly cloudy,75,1013,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24.0,25.5,65,9.0,Clear,0,1014,1,10
