_id,CT_ID,Collection,Coilection_ID,Subgenus,Species,Year,Month,Collecting_date,Country,Location,Latitude,Longitude,Elevation_minimum,Elevation_maximum,Collector,Caste
158,CT#158,NHMUK,10814586,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Worker
159,CT#159,NHMUK,10814587,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Worker
160,CT#160,NHMUK,10814588,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Worker
161,CT#161,NHMUK,10814589,Pyrobombus,Bombus flavescens,1964.0,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Worker
162,CT#162,NHMUK,10814590,Pyrobombus,Bombus flavescens,1964.0,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Worker
163,CT#163,NHMUK,10814591,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Queen
164,CT#164,NHMUK,10814592,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Queen
165,CT#165,NHMUK,10814593,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Queen
166,CT#166,NHMUK,10814594,Pyrobombus,Bombus flavescens,1964.0,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Queen
167,CT#167,NHMUK,10814595,Pyrobombus,Bombus flavescens,1964.0,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Queen
168,CT#168,NHMUK,10814596,Pyrobombus,Bombus flavescens,1930.0,Mar,17/3/1930,Malaysia,Tanah Rata,4.4706,101.3766,1230,1230,C. E. Miller,Queen
169,CT#169,NHMUK,10814597,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
170,CT#170,NHMUK,10814598,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
171,CT#171,NHMUK,10814599,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
172,CT#172,NHMUK,10814600,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
173,CT#173,NHMUK,10814601,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
174,CT#174,NHMUK,10814602,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Male
175,CT#175,NHMUK,10814603,Pyrobombus,Bombus flavescens,1935.0,Aug,6/8/1935,Malaysia,Cameron highlands,4.4721,101.3801,1463,1676,H. M. Pendlebury,Male
176,CT#176,NHMUK,10814604,Pyrobombus,Bombus flavescens,1938.0,Jul,17/7/1938,Malaysia,Cameron highlands,4.4721,101.3801,1524,1524,H. M. Pendlebury,Worker
177,CT#177,NHMUK,10814605,Pyrobombus,Bombus flavescens,1939.0,Oct,5/10/1939,Malaysia,Gunung Jerai,5.7875,100.4339,1696,1696,H. M. Pendlebury,Worker
178,CT#178,NHMUK,10814606,Pyrobombus,Bombus flavescens,1939.0,May,27/5/1939,Malaysia,Cameron highlands,4.4721,101.3801,1524,1524,H. M. Pendlebury,Male
179,CT#179,NHMUK,10814607,Pyrobombus,Bombus flavescens,1939.0,May,12/5/1939,Malaysia,Cameron highlands,4.4721,101.3801,1463,1524,H. M. Pendlebury,Worker
180,CT#180,NHMUK,10814608,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
181,CT#181,NHMUK,10814609,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
182,CT#182,NHMUK,10814610,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
183,CT#183,NHMUK,10814611,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
184,CT#184,NHMUK,10814612,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
185,CT#185,NHMUK,10814613,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
186,CT#186,NHMUK,10814614,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
187,CT#187,NHMUK,10814615,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
188,CT#188,NHMUK,10814616,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
189,CT#189,NHMUK,10814617,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
190,CT#190,NHMUK,10814618,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
191,CT#191,NHMUK,10814619,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Worker
192,CT#192,NHMUK,10814620,Pyrobombus,Bombus flavescens,1923.0,Jun,,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,F.N.C.,Male
193,CT#193,NHMUK,10814621,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
194,CT#194,NHMUK,10814622,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
195,CT#195,NHMUK,10814623,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
196,CT#196,NHMUK,10814624,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
197,CT#197,NHMUK,10814625,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
198,CT#198,NHMUK,10814626,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Male
199,CT#199,NHMUK,10814627,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Male
200,CT#200,NHMUK,10814628,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Male
201,CT#201,NHMUK,10814629,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1844,1844,H. M. Pendlebury,Male
202,CT#202,NHMUK,10814630,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Worker
203,CT#203,NHMUK,10814631,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Worker
204,CT#204,NHMUK,10814632,Pyrobombus,Bombus flavescens,1923.0,Oct,13/10/1923,Malaysia,Cameron highlands,4.4721,101.3801,1585,1585,H. M. Pendlebury,Worker
205,CT#205,NHMUK,10814633,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
206,CT#206,NHMUK,10814634,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Male
207,CT#207,NHMUK,10814635,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
208,CT#208,NHMUK,10814636,Pyrobombus,Bombus flavescens,1931.0,May,28/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1463,1463,H. M. Pendlebury,Worker
209,CT#209,NHMUK,10814637,Pyrobombus,Bombus flavescens,1931.0,May,24/5/1931,Malaysia,Cameron highlands,4.4721,101.3801,1433,1433,H. M. Pendlebury,Worker
210,CT#210,NHMUK,10814638,Pyrobombus,Bombus flavescens,1931.0,May,29/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1463,1463,H. M. Pendlebury,Worker
211,CT#211,NHMUK,10814639,Pyrobombus,Bombus flavescens,1935.0,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524,1829,H. M. Pendlebury,Worker
212,CT#212,NHMUK,10814640,Pyrobombus,Bombus flavescens,1935.0,Nov,6/11/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524,1524,H. M. Pendlebury,Worker
213,CT#213,NHMUK,10814641,Pyrobombus,Bombus flavescens,1935.0,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524,1829,H. M. Pendlebury,Worker
214,CT#214,NHMUK,10814642,Pyrobombus,Bombus flavescens,1938.0,Jul,21/7/1938,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. M. Pendlebury,Worker
215,CT#215,NHMUK,10814643,Pyrobombus,Bombus flavescens,1938.0,Jul,21/7/1938,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. M. Pendlebury,Male
216,CT#216,NHMUK,10814644,Pyrobombus,Bombus flavescens,1939.0,May,12/5/1939,Malaysia,Cameron highlands,4.4721,101.3801,1463,1524,H. M. Pendlebury,Worker
217,CT#217,NHMUK,10814645,Pyrobombus,Bombus flavescens,1939.0,Dec,5/12/1939,Malaysia,Gunung Perdah,4.495182,101.358765,1554,1554,H. M. Pendlebury,Worker
218,CT#218,NHMUK,10814646,Pyrobombus,Bombus flavescens,1935.0,Dec,6/12/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524,1676,H. M. Pendlebury,Queen
219,CT#219,NHMUK,10814647,Pyrobombus,Bombus flavescens,1923.0,Jun,"June, 1923",Malaysia,Gunung Berembun Summit,4.3333,101.45,1844,1844,F.N.C.,Male
220,CT#220,NHMUK,10814648,Pyrobombus,Bombus flavescens,1923.0,Jul,17/7/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Male
221,CT#221,NHMUK,10814649,Pyrobombus,Bombus flavescens,1935.0,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524,1829,H. M. Pendlebury,Male
222,CT#222,NHMUK,10814650,Pyrobombus,Bombus flavescens,1938.0,Jul,21/7/1938,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. M. Pendlebury,Worker
223,CT#223,NHMUK,10814651,Pyrobombus,Bombus flavescens,1923.0,Jun,20/6/1923,Malaysia,Tanah Rata,4.4706,101.3766,1463,1463,H. M. Pendlebury,Male
224,CT#224,NHMUK,10814652,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
225,CT#225,NHMUK,10814653,Pyrobombus,Bombus flavescens,1923.0,Jun,21/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1585,1585,H. M. Pendlebury,Worker
226,CT#226,NHMUK,10814654,Pyrobombus,Bombus flavescens,1935.0,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524,1829,H. M. Pendlebury,Male
227,CT#227,NHMUK,10814655,Pyrobombus,Bombus flavescens,1923.0,Jun,18/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1585,1585,H. M. Pendlebury,Worker
228,CT#228,NHMUK,10814656,Pyrobombus,Bombus flavescens,1938.0,Jul,21/7/1938,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. M. Pendlebury,Worker
229,CT#229,NHMUK,10814657,Pyrobombus,Bombus flavescens,1939.0,Aug,5/8/1939,Malaysia,Gunung Berembun,4.3333,101.45,1841,1841,H. M. Pendlebury,Worker
230,CT#230,NHMUK,10814658,Pyrobombus,Bombus flavescens,1935.0,Jun,18/6/1935,Malaysia,Cameron highlands,4.4721,101.3801,1372,1676,H. M. Pendlebury,Worker
231,CT#231,NHMUK,10814659,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Worker
232,CT#232,NHMUK,10814660,Pyrobombus,Bombus flavescens,1935.0,Jun,15/6/1935,Malaysia,Cameron highlands,4.4721,101.3801,1219,1371,H. M. Pendlebury,Worker
233,CT#233,NHMUK,10814661,Pyrobombus,Bombus flavescens,1939.0,May,14/5/1939,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2031,2031,H. M. Pendlebury,Worker
234,CT#234,NHMUK,10814662,Pyrobombus,Bombus flavescens,1935.0,Aug,6/8/1935,Malaysia,Cameron highlands,4.4721,101.3801,1463,1676,H. M. Pendlebury,Worker
235,CT#235,NHMUK,10814663,Pyrobombus,Bombus flavescens,1936.0,May,21/5/1936,Malaysia,Gunung Berembun,4.3333,101.45,1840,1840,H. M. Pendlebury,Worker
236,CT#236,NHMUK,10814664,Pyrobombus,Bombus flavescens,1931.0,Feb,6/2/1931,Malaysia,Tanah Rata,4.4706,101.3766,1463,1463,H. M. Pendlebury,Worker
237,CT#237,NHMUK,10814665,Pyrobombus,Bombus flavescens,1923.0,Dec,6/12/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Worker
238,CT#238,NHMUK,10814666,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Male
239,CT#239,NHMUK,10814667,Pyrobombus,Bombus flavescens,1923.0,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844,1844,H. M. Pendlebury,Male
240,CT#240,NHMUK,10814668,Pyrobombus,Bombus flavescens,1935.0,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524,1829,H. M. Pendlebury,Worker
241,CT#241,NHMUK,10814669,Pyrobombus,Bombus flavescens,1939.0,Aug,5/8/1939,Malaysia,Gunung Berembun,4.3333,101.45,1840,1840,H. M. Pendlebury,Worker
242,CT#242,NHMUK,10814670,Pyrobombus,Bombus flavescens,1935.0,Jun,21/6/1935,Malaysia,Cameron highlands,4.4721,101.3801,1219,1371,H. M. Pendlebury,Worker
243,CT#243,NHMUK,10814671,Pyrobombus,Bombus flavescens,1939.0,May,21/5/1939,Malaysia,Gunung Berembun,4.3333,101.45,1840,1840,H. M. Pendlebury,Worker
244,CT#244,NHMUK,10814672,Pyrobombus,Bombus flavescens,1931.0,May,29/5/1931,Malaysia,Cameron highlands,4.4721,101.3801,1402,1402,H. T. Pagden,Worker
245,CT#245,NHMUK,10814673,Pyrobombus,Bombus flavescens,1931.0,May,23/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402,1402,H. T. Pagden,Worker
246,CT#246,NHMUK,10814674,Pyrobombus,Bombus flavescens,1931.0,May,29/5/1931,Malaysia,Cameron highlands,4.4721,101.3801,1402,1402,H. T. Pagden,Worker
247,CT#247,NHMUK,10814675,Pyrobombus,Bombus flavescens,1931.0,May,25/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402,1402,H. T. Pagden,Worker
248,CT#248,NHMUK,10814676,Pyrobombus,Bombus flavescens,1931.0,May,25/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402,1402,H. T. Pagden,Worker
249,CT#249,NHMUK,10814677,Pyrobombus,Bombus flavescens,1931.0,May,23/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402,1402,H. T. Pagden,Worker
250,CT#250,NHMUK,10814678,Pyrobombus,Bombus flavescens,1923.0,Jun,14/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Worker
251,CT#251,NHMUK,10814679,Pyrobombus,Bombus flavescens,1923.0,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
252,CT#252,NHMUK,10814680,Pyrobombus,Bombus flavescens,1923.0,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Male
253,CT#253,NHMUK,10814681,Pyrobombus,Bombus flavescens,1940.0,Nov,6/11/1940,Malaysia,Gunung Brinchang,4.5155128,101.4156224,,,"Yusoff, Agri. Dept.",Worker
254,CT#254,NHMUK,10814682,Pyrobombus,Bombus flavescens,1940.0,Nov,6/11/1940,Malaysia,Gunung Brinchang,4.5155128,101.4156224,,,"Yusoff, Agri. Dept.",Worker
255,CT#255,NHMUK,10814683,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.4721,101.3801,,,H. T. Pagden,Queen
256,CT#256,NHMUK,10814684,Pyrobombus,Bombus flavescens,1923.0,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Queen
257,CT#257,NHMUK,10814685,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. M. Pendlebury,Queen
258,CT#258,NHMUK,10814686,Pyrobombus,Bombus flavescens,1923.0,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Queen
259,CT#259,NHMUK,10814687,Pyrobombus,Bombus flavescens,1923.0,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Queen
260,CT#260,NHMUK,10814688,Pyrobombus,Bombus flavescens,1923.0,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Queen
261,CT#261,NHMUK,10814689,Pyrobombus,Bombus flavescens,1923.0,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Queen
262,CT#262,NHMUK,10814690,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Queen
263,CT#263,NHMUK,10814691,Pyrobombus,Bombus flavescens,1923.0,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Queen
264,CT#264,NHMUK,10814692,Pyrobombus,Bombus flavescens,1939.0,May,14/5/1939,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2031,2031,H. M. Pendlebury,Queen
265,CT#265,NHMUK,10814693,Pyrobombus,Bombus flavescens,1938.0,Jul,18/7/1938,Malaysia,Cameron highlands,4.4721,101.3801,1585,1585,H. M. Pendlebury,Queen
266,CT#266,NHMUK,10814694,Pyrobombus,Bombus flavescens,1923.0,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463,1463,H. M. Pendlebury,Queen
267,CT#267,NHMUK,10814695,Pyrobombus,Bombus flavescens,1964.0,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Queen
268,CT#268,NHMUK,10814696,Melanobombus,Bombus festivus,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Male
269,CT#269,NHMUK,10814697,Melanobombus,Bombus festivus,1931.0,Jun,8/6/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Male
270,CT#270,NHMUK,10814698,Melanobombus,Bombus festivus,1931.0,Jun,8/6/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Male
271,CT#271,NHMUK,10814699,Melanobombus,Bombus festivus,1931.0,Aug,8/8/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Male
272,CT#272,NHMUK,10814700,Melanobombus,Bombus festivus,1931.0,Aug,25/8/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Male
273,CT#273,NHMUK,10814701,Melanobombus,Bombus eximius,1938.0,Dec,8/12/1938,Myanmar,Nam Tamai Valley,27.7,97.9,1829,1829,R. Kaulback,Worker
274,CT#274,NHMUK,10814702,Melanobombus,Bombus eximius,1931.0,Oct,10/10/1931,Myanmar,Adung Valley ,28.13,97.7,1829,1829,Lord Cranbrook,Worker
275,CT#275,NHMUK,10814703,Melanobombus,Bombus eximius,1931.0,Dec,11/12/1931,Myanmar,Adung Valley ,28.13,97.7,1829,1829,Lord Cranbrook,Queen
276,CT#276,NHMUK,10814704,Melanobombus,Bombus eximius,1934.0,May,,Myanmar,Taunggyi,20.7888,97.0337,,,Prof. F.J. Meggitt,Worker
277,CT#277,NHMUK,10814705,Melanobombus,Bombus eximius,1894.0,Apr,,Myanmar,Chin Hills,22.5,93.5,,,,Worker
278,CT#278,NHMUK,10814706,Melanobombus,Bombus eximius,,,,Myanmar,Taunggyi,20.7888,97.0337,,,Prof. F.J. Meggitt,Worker
279,CT#279,NHMUK,10814707,Melanobombus,Bombus eximius,1892.0,Feb,,Myanmar,Mulayit Taung,16.1833,98.5275,1524,1524,C. T. Bingham,Queen
280,CT#280,NHMUK,10814708,Melanobombus,Bombus eximius,1922.0,Mar,24/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Worker
281,CT#281,NHMUK,10814709,Melanobombus,Bombus eximius,1922.0,Mar,30/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Male
282,CT#282,NHMUK,10814710,Melanobombus,Bombus eximius,1922.0,Mar,28/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Worker
283,CT#283,NHMUK,10814711,Melanobombus,Bombus eximius,1922.0,Mar,30/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Worker
284,CT#284,NHMUK,10814712,Melanobombus,Bombus eximius,1922.0,Mar,29/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Worker
285,CT#285,NHMUK,10814713,Melanobombus,Bombus eximius,1922.0,Jan,4/1/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Queen
286,CT#286,NHMUK,10814714,Melanobombus,Bombus eximius,1922.0,Mar,29/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Worker
287,CT#287,NHMUK,10814715,Melanobombus,Bombus eximius,1922.0,Mar,24/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Male
288,CT#288,NHMUK,13383964,Melanobombus,Bombus eximius,1922.0,Mar,16/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1524,1524,H. M. Pendlebury,Worker
289,CT#289,NHMUK,13383977,Melanobombus,Bombus eximius,1922.0,Jan,4/1/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Queen
290,CT#290,NHMUK,13383967,Melanobombus,Bombus eximius,1922.0,Mar,30/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Worker
291,CT#291,NHMUK,10814716,Melanobombus,Bombus eximius,1922.0,Mar,13/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1402,1402,H. M. Pendlebury,Male
292,CT#292,NHMUK,10814717,Melanobombus,Bombus eximius,1922.0,Mar,16/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1676,1768,H. M. Pendlebury,Worker
293,CT#293,NHMUK,10814718,Melanobombus,Bombus eximius,1922.0,Mar,28/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Worker
294,CT#294,NHMUK,10814719,Melanobombus,Bombus eximius,1922.0,Mar,30/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768,1768,H. M. Pendlebury,Queen
295,CT#295,NHMUK,13383957,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
296,CT#296,NHMUK,10814720,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Worker
297,CT#297,NHMUK,10814721,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Worker
298,CT#298,NHMUK,10814722,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
299,CT#299,NHMUK,10814723,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
300,CT#300,NHMUK,10814724,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
301,CT#301,NHMUK,13383961,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
302,CT#302,NHMUK,10814725,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
303,CT#303,NHMUK,10814726,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
304,CT#304,NHMUK,10814727,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
305,CT#305,NHMUK,10814728,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Queen
306,CT#306,NHMUK,10814729,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,3048,3048,,Worker
307,CT#307,NHMUK,10814730,Melanobombus,Bombus rufipes,1914.0,May,,Indonesia,Kerinci peak,-1.6967,101.2642,,,,Worker
308,CT#308,NHMUK,10814731,Melanobombus,Bombus rufipes,1914.0,Jun,,Indonesia,Kerinci peak,-1.6967,101.2642,1219,1220,,Worker
